evento_id,timestamp,tipo_evento,fase_ciclo_vida,area_dama
135.0,2020-06-13 01:59:53,descarga_datos,Uso,Data Security
144.0,2021-03-11 20:06:08,descarga_datos,Uso,Data Security
4.0,2020-11-09 02:36:50,reconocimiento,Descubrimiento,Data Architecture
18.0,2020-09-24 07:26:08,exfiltracion,Compromiso,Data Security
44.0,2020-05-07 00:46:33,reconocimiento,Descubrimiento,Data Architecture
47.0,2021-02-14 06:35:32,descarga_datos,Uso,Data Security
96.0,2020-08-30 11:04:05,conexion_c2,Compromiso,Data Security
150.0,2020-11-04 09:29:24,reconocimiento,Descubrimiento,Data Architecture
154.0,2020-05-08 07:19:28,acceso_normal,Operación,Data Operations
65.0,2020-07-22 05:57:43,acceso_normal,Operación,Data Operations
118.0,2020-05-15 06:16:19,acceso_normal,Operación,Data Operations
70.0,2020-08-18 12:27:47,acceso_normal,Operación,Data Operations
175.0,2020-08-14 07:59:45,reconocimiento,Descubrimiento,Data Architecture
62.0,2020-11-16 03:35:05,acceso_normal,Operación,Data Operations
169.0,2020-10-16 14:28:11,conexion_c2,Compromiso,Data Security
102.0,2021-03-04 08:36:13,acceso_normal,Operación,Data Operations
117.0,2021-02-27 20:23:32,acceso_normal,Operación,Data Operations
156.0,2021-03-28 19:57:48,modificacion_logs,Auditoría,Metadata Management
82.0,2020-07-17 22:54:15,reconocimiento,Descubrimiento,Data Architecture
95.0,2020-07-24 16:29:55,alerta_ids,Monitoreo,Data Governance
139.0,2020-10-31 10:39:41,acceso_normal,Operación,Data Operations
192.0,2020-11-26 18:57:53,persistencia,Mantenimiento,Data Integration
46.0,2023-11-15 13:27:04,descarga_datos,Uso,Data Security
91.0,2023-11-15 21:33:46,descarga_datos,Uso,Data Security
124.0,2023-11-15 21:56:46,reconocimiento,Descubrimiento,Data Architecture
30.0,2020-07-29 02:16:32,acceso_normal,Operación,Data Operations
168.0,2020-09-24 16:11:21,movimiento_lateral,Incidente,Data Quality
,,,,
23.0,2020-08-22 05:15:28,persistencia,Mantenimiento,Data Integration
106.0,2020-02-18 14:28:32,reconocimiento,Descubrimiento,Data Architecture
,,,,
145.0,2021-02-26 06:34:17,alerta_ids,Monitoreo,Data Governance
5.0,2020-12-17 08:25:52,alerta_ids,Monitoreo,Data Governance
158.0,2021-03-08 08:02:24,alerta_ids,Monitoreo,Data Governance
,,,,
155.0,2021-03-18 02:55:05,exfiltracion,Compromiso,Data Security
60.0,2020-11-23 05:06:45,acceso_normal,Operación,Data Operations
181.0,2020-03-18 19:32:09,acceso_normal,Operación,Data Operations
185.0,2020-11-05 14:58:06,reconocimiento,Descubrimiento,Data Architecture
162.0,2020-08-15 00:58:58,alerta_ids,Monitoreo,Data Governance
179.0,2021-02-01 13:46:30,descarga_datos,Uso,Data Security
