evento_id,instalacion_id,timestamp,tipo_evento,severidad,es_anomalo
56,30,2020-09-29 22:24:34,alerta_ids,Baja,False
57,21,2021-01-14 18:48:35,descarga_datos,Baja,False
58,26,2021-03-13 19:18:57,acceso_normal,Crítica,False
59,84,2020-05-15 22:15:56,acceso_normal,Media,False
60,68,2020-12-23 02:22:28,acceso_normal,Media,False
61,23,2020-12-25 05:06:45,reconocimiento,Alta,False
62,54,2020-01-16 04:37:18,alerta_ids,Baja,False
63,80,2020-12-01 03:35:05,acceso_normal,Alta,False
64,26,2021-02-03 18:38:02,conexion_c2,Baja,False
65,73,2020-07-05 02:12:27,movimiento_lateral,Alta,False
66,89,2021-01-14 11:44:31,acceso_normal,Media,False
67,62,2020-11-20 03:34:18,escalamiento_privilegios,Crítica,False
68,91,2021-01-19 00:52:53,acceso_normal,Baja,False
69,20,2020-12-12 20:07:57,alerta_ids,Crítica,False
70,8,2020-10-26 03:26:53,reconocimiento,Baja,False
71,90,2021-03-15 13:34:05,persistencia,Media,False
72,22,2021-03-07 17:58:44,reconocimiento,Baja,False
73,41,2020-08-11 21:58:26,descarga_datos,Crítica,False
74,41,2021-02-21 16:04:30,descarga_datos,Baja,False
75,3,2020-09-28 16:20:13,movimiento_lateral,Alta,False
76,1,2020-08-07 07:38:25,reconocimiento,Baja,False
77,69,2020-12-06 11:04:29,escalamiento_privilegios,Alta,False
78,89,2021-03-28 04:20:13,acceso_normal,Baja,False
79,66,2020-12-21 01:17:29,reconocimiento,Crítica,False
80,66,2021-01-19 22:41:50,acceso_normal,Media,False
81,37,2021-02-14 23:04:33,alerta_ids,Baja,False
82,81,2020-12-02 14:56:22,reconocimiento,Baja,False
83,95,2021-03-16 02:31:02,reconocimiento,Baja,False
84,40,2020-11-04 17:27:41,acceso_normal,Baja,False
85,28,2020-12-14 01:48:13,escalamiento_privilegios,Baja,False
86,35,2021-01-13 10:47:16,movimiento_lateral,Crítica,True
87,1,2020-11-08 23:21:13,reconocimiento,Crítica,False
88,99,2021-01-09 18:06:02,movimiento_lateral,Baja,False
89,58,2021-01-05 05:34:50,movimiento_lateral,Baja,False
90,36,2021-03-21 11:24:16,exfiltracion,Alta,True
91,32,2020-07-01 03:46:21,persistencia,Baja,False
92,8,2020-12-25 05:51:25,conexion_c2,Baja,False
93,74,2020-12-28 20:21:20,modificacion_logs,Media,False
94,4,2020-12-17 22:08:54,acceso_normal,Alta,False
95,39,2020-11-23 19:27:10,modificacion_logs,Baja,False
96,24,2021-03-12 01:14:10,modificacion_logs,Baja,False
97,66,2021-01-08 18:19:32,acceso_normal,Crítica,False
98,13,2020-10-22 10:35:12,reconocimiento,Baja,False
99,41,2020-04-23 01:12:39,descarga_datos,Media,False
100,9,2021-01-29 10:14:23,acceso_normal,Baja,False
101,44,2021-03-22 13:52:55,alerta_ids,Alta,False
102,15,2021-02-17 21:59:28,acceso_normal,Baja,False
103,17,2020-09-21 03:24:44,persistencia,Baja,False
104,23,2020-05-17 05:32:22,descarga_datos,Baja,False
105,32,2021-01-15 07:39:50,descarga_datos,Media,False
106,85,2021-03-11 19:14:46,reconocimiento,Baja,False
107,35,2020-12-21 03:21:01,acceso_normal,Baja,False
108,94,2021-02-02 12:23:51,persistencia,Baja,False
109,37,2020-08-31 01:26:30,descarga_datos,Baja,False
110,45,2020-01-30 09:39:37,acceso_normal,Baja,False
111,30,2021-02-04 07:17:24,alerta_ids,Baja,False
112,75,2021-02-09 23:36:07,acceso_normal,Alta,False
113,39,2020-10-28 08:21:10,descarga_datos,Media,False
114,61,2020-11-24 00:53:54,acceso_normal,Baja,False
115,18,2020-11-04 08:34:51,acceso_normal,Baja,False
116,95,2020-12-13 16:42:58,descarga_datos,Baja,False
117,66,2021-01-28 00:48:28,exfiltracion,Baja,False
118,29,2020-10-03 08:48:19,acceso_normal,Media,False
119,78,2020-10-07 22:50:58,escalamiento_privilegios,Media,False
120,77,2020-08-22 15:39:18,acceso_normal,Baja,False
121,99,2020-06-24 17:29:37,escalamiento_privilegios,Media,False
122,4,2020-12-25 09:09:18,alerta_ids,Alta,False
123,70,2020-11-19 22:02:23,reconocimiento,Media,False
124,88,2020-09-26 14:07:33,persistencia,Baja,False
125,58,2020-09-18 21:20:13,reconocimiento,Alta,False
126,63,2020-12-14 18:47:18,reconocimiento,Media,False
127,75,2020-10-10 09:01:02,alerta_ids,Media,False
128,13,2021-01-30 01:52:43,acceso_normal,Media,False
129,31,2021-03-08 16:49:50,conexion_c2,Crítica,False
130,10,2020-09-06 21:42:45,reconocimiento,Baja,False
131,56,2021-03-26 17:20:41,reconocimiento,Media,False
132,47,2020-09-24 22:52:41,descarga_datos,Baja,False
133,35,2020-11-30 12:56:52,alerta_ids,Media,False
134,60,2020-01-21 01:59:53,descarga_datos,Media,False
135,66,2020-11-12 07:10:35,movimiento_lateral,Baja,False
136,48,2020-04-06 21:21:04,alerta_ids,Baja,False
137,45,2020-12-21 12:42:33,acceso_normal,Alta,False
138,81,2020-07-01 10:39:41,acceso_normal,Media,False
139,44,2021-01-05 01:11:18,persistencia,Media,False
140,74,2021-01-19 16:46:11,acceso_normal,Crítica,False
141,8,2020-10-10 17:24:11,movimiento_lateral,Media,False
142,34,2020-01-17 06:16:22,escalamiento_privilegios,Baja,True
143,7,2021-03-15 07:49:58,escalamiento_privilegios,Alta,True
144,91,2021-01-22 09:38:16,movimiento_lateral,Baja,False
145,31,2020-09-11 10:39:25,acceso_normal,Baja,False
146,48,2020-12-19 12:17:32,escalamiento_privilegios,Media,False
147,51,2021-02-05 09:33:29,alerta_ids,Baja,False
148,14,2020-02-19 13:51:28,alerta_ids,Media,False
149,77,2021-03-19 09:29:24,reconocimiento,Alta,False
150,5,2021-01-06 17:03:17,acceso_normal,Baja,False
151,32,2021-01-11 23:03:11,alerta_ids,Baja,False
152,22,2020-11-13 06:55:45,persistencia,Baja,False
153,77,2020-09-20 07:19:28,acceso_normal,Crítica,False
154,94,2021-03-05 23:05:04,exfiltracion,Baja,True
155,62,2020-12-02 09:34:49,escalamiento_privilegios,Media,False
156,21,2020-12-24 14:24:08,persistencia,Baja,False
157,22,2021-03-18 08:02:24,acceso_normal,Alta,False
158,51,2021-03-11 10:58:33,persistencia,Media,False
159,47,2020-08-16 15:12:27,reconocimiento,Baja,False
160,49,2020-11-25 23:39:33,escalamiento_privilegios,Alta,False
161,98,2021-01-30 00:58:58,alerta_ids,Media,False
162,14,2020-07-20 05:59:06,reconocimiento,Media,False
163,56,2021-02-07 09:09:31,alerta_ids,Baja,False
164,38,2021-01-28 11:38:01,acceso_normal,Media,False
165,61,2021-01-04 23:44:34,conexion_c2,Baja,False
166,38,2021-01-11 14:29:36,exfiltracion,Crítica,True
167,83,2020-09-22 16:11:21,movimiento_lateral,Alta,False
168,80,2020-10-31 14:28:11,conexion_c2,Crítica,True
169,67,2020-03-27 14:14:31,acceso_normal,Baja,False
170,73,2020-07-08 16:34:12,conexion_c2,Alta,True
171,59,2021-03-19 01:46:13,persistencia,Media,False
172,95,2020-12-14 20:46:15,modificacion_logs,Baja,False
173,93,2021-02-02 00:57:59,descarga_datos,Baja,False
174,42,2020-07-17 17:14:43,acceso_normal,Media,False
175,88,2020-06-29 14:26:45,acceso_normal,Baja,False
176,86,2020-10-16 02:19:45,acceso_normal,Baja,False
177,99,2020-03-12 05:47:56,reconocimiento,Baja,False
178,2,2020-06-22 20:17:29,acceso_normal,Baja,False
179,47,2020-10-20 08:07:10,reconocimiento,Alta,False
180,50,2020-03-11 21:21:27,modificacion_logs,Baja,False
181,94,2021-01-30 00:40:12,alerta_ids,Baja,False
182,98,2020-11-26 13:57:49,descarga_datos,Baja,False
183,51,2020-10-24 05:08:05,acceso_normal,Baja,False
184,40,2021-01-30 19:46:58,alerta_ids,Alta,False
185,95,2021-02-14 02:40:59,escalamiento_privilegios,Alta,False
186,95,2020-10-08 12:50:57,reconocimiento,Media,False
187,60,2020-10-08 11:17:05,persistencia,Media,False
188,29,2021-01-29 18:34:28,escalamiento_privilegios,Baja,False
189,7,2021-03-28 23:19:36,alerta_ids,Media,False
190,27,2020-05-31 03:57:52,escalamiento_privilegios,Media,False
191,81,2020-07-27 18:57:53,persistencia,Media,False
192,3,2020-07-15 03:47:29,reconocimiento,Media,False
193,57,2021-01-05 12:40:53,escalamiento_privilegios,Baja,False
194,59,2021-02-15 01:38:05,reconocimiento,Media,False
195,36,2021-01-30 11:55:35,reconocimiento,Baja,False
196,59,2021-03-21 13:15:09,acceso_normal,Alta,False
197,96,2020-07-27 11:00:56,descarga_datos,Baja,False
198,36,2021-01-27 16:48:55,escalamiento_privilegios,Crítica,True
199,59,2021-03-28 19:49:13,alerta_ids,Baja,False
200,46,2020-05-07 04:52:58,acceso_normal,Baja,False
